Name,Sex,Age,Height,Weight,NOC,Year,Season,Sport,Event,Medals
"Frederick Carlton ""Carl"" Lewis",M,23,188,80,USA,1984,Summer,Athletics,Athletics Men's 100 metres,Gold
"Frederick Carlton ""Carl"" Lewis",M,23,188,80,USA,1984,Summer,Athletics,Athletics Men's 200 metres,Gold
"Frederick Carlton ""Carl"" Lewis",M,23,188,80,USA,1984,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Frederick Carlton ""Carl"" Lewis",M,23,188,80,USA,1984,Summer,Athletics,Athletics Men's Long Jump,Gold
"Frederick Carlton ""Carl"" Lewis",M,27,188,80,USA,1988,Summer,Athletics,Athletics Men's 100 metres,Gold
"Frederick Carlton ""Carl"" Lewis",M,27,188,80,USA,1988,Summer,Athletics,Athletics Men's 200 metres,Silver
"Frederick Carlton ""Carl"" Lewis",M,27,188,80,USA,1988,Summer,Athletics,Athletics Men's Long Jump,Gold
"Frederick Carlton ""Carl"" Lewis",M,31,188,80,USA,1992,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Frederick Carlton ""Carl"" Lewis",M,31,188,80,USA,1992,Summer,Athletics,Athletics Men's Long Jump,Gold
"Frederick Carlton ""Carl"" Lewis",M,35,188,80,USA,1996,Summer,Athletics,Athletics Men's Long Jump,Gold
Charlotte Lewis,F,20,188,82,USA,1976,Summer,Basketball,Basketball Women's Basketball,Silver
Craig Edward Lewis,M,27,195,100,AUS,2004,Summer,Baseball,Baseball Men's Baseball,Silver
Denise Lewis,F,23,176,68,GBR,1996,Summer,Athletics,Athletics Women's Heptathlon,Bronze
Denise Lewis,F,28,176,68,GBR,2000,Summer,Athletics,Athletics Women's Heptathlon,Gold
"Douglas Toliver ""Doug"" Lewis",M,25,170,66,CAN,1924,Summer,Boxing,Boxing Men's Welterweight,Bronze
Hayley Jane Lewis (-Taylor),F,18,171,64,AUS,1992,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze
Hayley Jane Lewis (-Taylor),F,18,171,64,AUS,1992,Summer,Swimming,Swimming Women's 800 metres Freestyle,Silver
Lennox Claudius Lewis,M,23,194,100,CAN,1988,Summer,Boxing,Boxing Men's Super-Heavyweight,Gold
"Michael Peter ""Mike"" Lewis",M,27,185,73,CAN,2008,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Paul Snowden Lewis,M,25,180,77,AUS,1992,Summer,Hockey,Hockey Men's Hockey,Silver
Paul Snowden Lewis,M,29,180,77,AUS,1996,Summer,Hockey,Hockey Men's Hockey,Bronze
"Raymond Gray ""Ray"" Lewis",M,21,186,74,CAN,1932,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Steven Earl ""Steve"" Lewis",M,19,188,84,USA,1988,Summer,Athletics,Athletics Men's 400 metres,Gold
"Steven Earl ""Steve"" Lewis",M,19,188,84,USA,1988,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Steven Earl ""Steve"" Lewis",M,23,188,84,USA,1992,Summer,Athletics,Athletics Men's 400 metres,Silver
"Steven Earl ""Steve"" Lewis",M,23,188,84,USA,1992,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Walter Aiken Todd Lewis,M,22,191,76,CAN,1908,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Mark Anthony Lewis-Francis,M,21,183,89,GBR,2004,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Gustav Lexau,M,,,,GER,1900,Summer,Swimming,Swimming Men's 200 metres Team Swimming,Gold
Ann-Britt Leyman (-Olsson),F,26,168,64,SWE,1948,Summer,Athletics,Athletics Women's Long Jump,Bronze
Amandine Suzanne Monique Leynaud,F,30,178,64,FRA,2016,Summer,Handball,Handball Women's Handball,Silver
Danell Johan Leyva Gonzalez,M,20,170,68,USA,2012,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Danell Johan Leyva Gonzalez,M,24,170,68,USA,2016,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Danell Johan Leyva Gonzalez,M,24,170,68,USA,2016,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
Jason Edward Lezak,M,24,193,98,USA,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Jason Edward Lezak,M,24,193,98,USA,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jason Edward Lezak,M,28,193,98,USA,2004,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Jason Edward Lezak,M,28,193,98,USA,2004,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jason Edward Lezak,M,32,193,98,USA,2008,Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Jason Edward Lezak,M,32,193,98,USA,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Jason Edward Lezak,M,32,193,98,USA,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jason Edward Lezak,M,36,193,98,USA,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Li Bun-Hui,F,23,,,PRK,1992,Summer,Table Tennis,Table Tennis Women's Singles,Bronze
Li Bun-Hui,F,23,,,PRK,1992,Summer,Table Tennis,Table Tennis Women's Doubles,Bronze
Li Byong-Uk,M,21,158,50,PRK,1976,Summer,Boxing,Boxing Men's Light-Flyweight,Silver
Li Byong-Uk,M,25,158,50,PRK,1980,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze
Li Ching,M,29,166,55,HKG,2004,Summer,Table Tennis,Table Tennis Men's Doubles,Silver
Li Chunxiu,F,22,170,60,CHN,1992,Summer,Athletics,Athletics Women's 10 kilometres Walk,Bronze
Li Chunyang,M,24,163,56,CHN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Dan,F,27,155,47,CHN,2016,Summer,Trampolining,Trampolining Women's Individual,Bronze
Li Dashuang,M,18,158,54,CHN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Deliang,M,21,172,60,CHN,1988,Summer,Diving,Diving Men's Springboard,Bronze
Donghua Li,M,29,162,56,SUI,1996,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Li Dongmei,F,22,192,75,CHN,1992,Summer,Basketball,Basketball Women's Basketball,Silver
Li Feng-Ying,F,25,153,53,TPE,2000,Summer,Weightlifting,Weightlifting Women's Featherweight,Silver
Li Ge,M,23,168,59,CHN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Guojun,F,22,181,82,CHN,1988,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
Li Gwang-Sik,M,22,166,54,PRK,1992,Summer,Boxing,Boxing Men's Bantamweight,Bronze
Li Hongli,M,27,168,77,CHN,2008,Summer,Weightlifting,Weightlifting Men's Middleweight,Silver
Li Hongxia,F,21,168,63,CHN,2008,Summer,Hockey,Hockey Women's Hockey,Silver
Li Huifen,F,24,168,52,CHN,1988,Summer,Table Tennis,Table Tennis Women's Singles,Silver
Li Ji,F,18,180,70,CHN,2004,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Li Jia Wei,F,26,170,60,SGP,2008,Summer,Table Tennis,Table Tennis Women's Team,Silver
Li Jia Wei,F,30,170,60,SGP,2012,Summer,Table Tennis,Table Tennis Women's Team,Bronze
Li Jianrou,F,27,160,55,CHN,2014,Winter,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold
Li Jing,M,22,167,58,CHN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Jing,M,22,167,58,CHN,1992,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Li Jing,M,22,167,58,CHN,1992,Summer,Gymnastics,Gymnastics Men's Rings,Silver
Li Jinhe,M,24,164,70,CHN,1988,Summer,Weightlifting,Weightlifting Men's Lightweight,Bronze
Li Jinzi,F,22,176,75,CHN,2012,Summer,Boxing,Boxing Women's Middleweight,Bronze
Li Ju,F,24,164,53,CHN,2000,Summer,Table Tennis,Table Tennis Women's Singles,Silver
Li Ju,F,24,164,53,CHN,2000,Summer,Table Tennis,Table Tennis Women's Doubles,Gold
Li Juan,F,27,187,73,CHN,2008,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
Li Kongzheng,M,25,164,58,CHN,1984,Summer,Diving,Diving Men's Platform,Bronze
Li Lan,F,23,173,70,CHN,1984,Summer,Handball,Handball Women's Handball,Bronze
Li Lingjuan,F,18,166,62,CHN,1984,Summer,Archery,Archery Women's Individual,Silver
Li Meisu,F,29,176,92,CHN,1988,Summer,Athletics,Athletics Women's Shot Put,Bronze
Li Na,F,16,162,47,CHN,2000,Summer,Diving,Diving Women's Platform,Silver
Li Na,F,16,162,47,CHN,2000,Summer,Diving,Diving Women's Synchronized Platform,Gold
Li Nina,F,23,160,52,CHN,2006,Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver
Li Nina,F,27,160,52,CHN,2010,Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Rings,Gold
Li Ning,M,20,164,58,CHN,1984,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Li Qian,F,26,180,75,CHN,2016,Summer,Boxing,Boxing Women's Middleweight,Bronze
Li Qing,F,15,160,50,CHN,1988,Summer,Diving,Diving Women's Springboard,Silver
Li Ronghua,F,31,152,43,CHN,1988,Summer,Rowing,Rowing Women's Coxed Fours,Silver
Li Ronghua,F,31,152,43,CHN,1988,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Li Shan,F,24,185,72,CHN,2004,Summer,Volleyball,Volleyball Women's Volleyball,Gold
Li Shanshan,F,16,145,36,CHN,2008,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
Li Shuang,F,30,161,56,CHN,2008,Summer,Hockey,Hockey Women's Hockey,Silver
Li Shufang,F,21,165,63,CHN,2000,Summer,Judo,Judo Women's Half-Middleweight,Silver
Li Ting,F,24,180,72,CHN,2004,Summer,Tennis,Tennis Women's Doubles,Gold
Li Ting,F,17,157,44,CHN,2004,Summer,Diving,Diving Women's Synchronized Platform,Gold
Li Wenquan,M,22,172,63,CHN,2008,Summer,Archery,Archery Men's Team,Bronze
Li Xiaolu,F,23,167,51,CHN,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Li Xiaopeng,M,19,162,56,CHN,2000,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
Li Xiaopeng,M,19,162,56,CHN,2000,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Li Xiaopeng,M,23,162,56,CHN,2004,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
Li Xiaopeng,M,27,162,56,CHN,2008,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
Li Xiaopeng,M,27,162,56,CHN,2008,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Li Xiaoping,M,21,172,65,CHN,1984,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Xiaoqin,F,22,176,65,CHN,1984,Summer,Basketball,Basketball Women's Basketball,Bronze
Li Xiaoshuang,M,18,157,52,CHN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Xiaoshuang,M,18,157,52,CHN,1992,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Li Xiaoshuang,M,18,157,52,CHN,1992,Summer,Gymnastics,Gymnastics Men's Rings,Bronze
Li Xiaoshuang,M,22,157,52,CHN,1996,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Li Xiaoshuang,M,22,157,52,CHN,1996,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Xiaoshuang,M,22,157,52,CHN,1996,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Li Xiaoxia,F,24,174,65,CHN,2012,Summer,Table Tennis,Table Tennis Women's Singles,Gold
Li Xiaoxia,F,24,174,65,CHN,2012,Summer,Table Tennis,Table Tennis Women's Team,Gold
Li Xiaoxia,F,28,174,65,CHN,2016,Summer,Table Tennis,Table Tennis Women's Singles,Silver
Li Xiaoxia,F,28,174,65,CHN,2016,Summer,Table Tennis,Table Tennis Women's Team,Gold
Li Xin,F,22,175,70,CHN,1992,Summer,Basketball,Basketball Women's Basketball,Silver
Li Xuanxu,F,18,164,50,CHN,2012,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
Li Xuerui,F,21,175,65,CHN,2012,Summer,Badminton,Badminton Women's Singles,Gold
Li Xueying,F,22,161,58,CHN,2012,Summer,Weightlifting,Weightlifting Women's Lightweight,Gold
Li Yan,F,20,178,70,CHN,1996,Summer,Volleyball,Volleyball Women's Volleyball,Silver
Li Yan,F,23,,,CHN,1992,Winter,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Silver
Li Yanfeng,F,33,179,85,CHN,2012,Summer,Athletics,Athletics Women's Discus Throw,Bronze
Li Yanjun,F,21,179,73,CHN,1984,Summer,Volleyball,Volleyball Women's Volleyball,Gold
Li Yongbo,M,29,175,75,CHN,1992,Summer,Badminton,Badminton Men's Doubles,Bronze
Li Yuejiu,M,26,154,60,CHN,1984,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Li Yueming,F,20,188,75,CHN,1988,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
Li Yunqi,M,18,193,82,CHN,2012,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Li Zhongyun,F,25,161,56,CHN,1992,Summer,Judo,Judo Women's Half-Lightweight,Bronze
Li Zhuo,F,22,156,49,CHN,2004,Summer,Weightlifting,Weightlifting Women's Flyweight,Silver
Liang Xinping,F,22,171,60,CHN,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Liang Yan,F,22,177,68,CHN,1984,Summer,Volleyball,Volleyball Women's Volleyball,Gold
Liao Hui,M,20,168,69,CHN,2008,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
Liao Ming-Hsiung,M,23,180,85,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
Nataliya Viktorivna Liapina,F,28,168,60,UKR,2004,Summer,Handball,Handball Women's Handball,Bronze
Igor Liba,M,23,181,86,TCH,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Igor Liba,M,31,181,86,TCH,1992,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Ren Jules Libeer,M,21,,,FRA,1956,Summer,Boxing,Boxing Men's Flyweight,Bronze
"Ulrich ""Ulli"" Libor",M,28,179,72,FRG,1968,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
"Ulrich ""Ulli"" Libor",M,32,179,72,FRG,1972,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Otto Licha,M,23,,,AUT,1936,Summer,Handball,Handball Men's Handball,Silver
Karel Lichtngl,M,28,177,74,TCH,1964,Summer,Football,Football Men's Football,Silver
Werner Lika,M,25,178,71,TCH,1980,Summer,Football,Football Men's Football,Gold
"Gheorghe ""Ghi"" Licu",M,26,186,92,ROU,1972,Summer,Handball,Handball Men's Handball,Bronze
"Gheorghe ""Ghi"" Licu",M,30,186,92,ROU,1976,Summer,Handball,Handball Men's Handball,Silver
Zenon Licznerski,M,25,182,74,POL,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Hilde Synnve Lid,F,22,167,57,NOR,1994,Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze
Cedric Haswell Liddell,M,19,,,CAN,1932,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Eric Henry Liddell,M,22,173,68,GBR,1924,Summer,Athletics,Athletics Men's 200 metres,Bronze
Eric Henry Liddell,M,22,173,68,GBR,1924,Summer,Athletics,Athletics Men's 400 metres,Gold
"Edward J. ""Ed"" Liddie",M,25,172,60,USA,1984,Summer,Judo,Judo Men's Extra-Lightweight,Bronze
Nicklas Erik Lidstrm,M,35,188,88,SWE,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Sigve Lie,M,42,,,NOR,1948,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
Sigve Lie,M,46,,,NOR,1952,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
"Thomas John ""Tom"" Lieb",M,24,190,98,USA,1924,Summer,Athletics,Athletics Men's Discus Throw,Bronze
Nancy Lizabeth Lieberman (-Cline-),F,18,175,63,USA,1976,Summer,Basketball,Basketball Women's Basketball,Silver
Matthias Liebers,M,21,180,79,GDR,1980,Summer,Football,Football Men's Football,Silver
Otto Liebing,M,21,,,GER,1912,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Nils Erik Liedholm,M,25,,,SWE,1948,Summer,Football,Football Men's Football,Gold
"William Barner ""Bill"" Lienhard",M,22,195,82,USA,1952,Summer,Basketball,Basketball Men's Basketball,Gold
Julia Lier,F,24,183,78,GER,2016,Summer,Rowing,Rowing Women's Quadruple Sculls,Gold
Hans Liesche,M,20,188,67,GER,1912,Summer,Athletics,Athletics Men's High Jump,Silver
"Theodore Sharp ""Ted"" Ligety",M,21,180,86,USA,2006,Winter,Alpine Skiing,Alpine Skiing Men's Combined,Gold
"Theodore Sharp ""Ted"" Ligety",M,29,180,86,USA,2014,Winter,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
Kevin Richard Light,M,29,190,92,CAN,2008,Summer,Rowing,Rowing Men's Coxed Eights,Gold
"James Davies ""Jim"" Lightbody",M,22,173,61,USA,1904,Summer,Athletics,Athletics Men's 800 metres,Gold
"James Davies ""Jim"" Lightbody",M,24,173,61,USA,1906,Summer,Athletics,Athletics Men's 800 metres,Silver
Lightfoot,M,,,,CAN,1904,Summer,Lacrosse,Lacrosse Men's Lacrosse,Bronze
Myriam Lignot,F,25,169,53,FRA,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
Elis Ligtlee,F,22,185,90,NED,2016,Summer,Cycling,Cycling Women's Keirin,Gold
Vin Liikkanen,M,28,179,66.5,FIN,1932,Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Valery Nikolayevich Likhachov,M,24,176,73,URS,1972,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Galina Vladimirovna Likhachova,F,28,168,65,RUS,2006,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
Feyisa Lilesa,M,26,175,67,ETH,2016,Summer,Athletics,Athletics Men's Marathon,Silver
Lilian Cristina Lopes Gonalves,F,21,186,68,BRA,2000,Summer,Basketball,Basketball Women's Basketball,Bronze
Hans Gustaf Liljedahl,M,39,,,SWE,1952,Summer,Shooting,Shooting Men's Trap,Bronze
Magnus Liljedahl,M,46,187,113,USA,2000,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
Bo Patrik Liljestrand,M,26,192,100,SWE,1992,Summer,Handball,Handball Men's Handball,Silver
"Ilse Kristiina ""Tiina"" Lillak",F,23,181,73.5,FIN,1984,Summer,Athletics,Athletics Women's Javelin Throw,Silver
Anna Josefin Lillhage (-stblom),F,20,177,65,SWE,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Gustaf Malcolm ""Gsta"" Lilliehk",M,27,,,SWE,1912,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Kristine Marie Lilly (-Heavey),F,24,160,56,USA,1996,Summer,Football,Football Women's Football,Gold
Kristine Marie Lilly (-Heavey),F,29,160,56,USA,2000,Summer,Football,Football Women's Football,Silver
Kristine Marie Lilly (-Heavey),F,33,160,56,USA,2004,Summer,Football,Football Women's Football,Gold
Jorma Johannes Limmonen,M,25,168,56,FIN,1960,Summer,Boxing,Boxing Men's Featherweight,Bronze
Flandy Limpele,M,30,181,73,INA,2004,Summer,Badminton,Badminton Men's Doubles,Bronze
Marianne Louise Limpert,F,23,180,64,CAN,1996,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Lin Chao-Huang,M,22,176,78,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
Lin Chaopan,M,20,163,60,CHN,2016,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Lin Dan,M,24,177,70,CHN,2008,Summer,Badminton,Badminton Men's Singles,Gold
Lin Dan,M,28,177,70,CHN,2012,Summer,Badminton,Badminton Men's Singles,Gold
Lin Kun-Han,M,24,175,78,TPE,1992,Summer,Baseball,Baseball Men's Baseball,Silver
Lin Li,F,24,171,70,CHN,2016,Summer,Volleyball,Volleyball Women's Volleyball,Gold
Lin Li,F,21,168,63,CHN,1992,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Silver
Lin Li,F,21,168,63,CHN,1992,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Gold
Lin Li,F,21,168,63,CHN,1992,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Silver
Lin Li,F,25,168,63,CHN,1996,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Lin Qingfeng,M,23,167,63,CHN,2012,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
Lin Qisheng,M,21,,52,CHN,1992,Summer,Weightlifting,Weightlifting Men's Flyweight,Silver
Lin Sang,F,26,168,65,CHN,2004,Summer,Archery,Archery Women's Team,Silver
Lin Shih-Chia,F,23,160,65,TPE,2016,Summer,Archery,Archery Women's Team,Bronze
Lin Weining,F,21,163,68,CHN,2000,Summer,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
Lin Yanfen,F,22,161,62,CHN,1992,Summer,Badminton,Badminton Women's Doubles,Bronze
Lin Yue,M,17,163,53,CHN,2008,Summer,Diving,Diving Men's Synchronized Platform,Gold
Lin Yue,M,25,163,53,CHN,2016,Summer,Diving,Diving Men's Synchronized Platform,Gold
Omar Linares Izquierdo,M,24,185,102,CUB,1992,Summer,Baseball,Baseball Men's Baseball,Gold
Omar Linares Izquierdo,M,28,185,102,CUB,1996,Summer,Baseball,Baseball Men's Baseball,Gold
Omar Linares Izquierdo,M,32,185,102,CUB,2000,Summer,Baseball,Baseball Men's Baseball,Silver
Nicolae Linca,M,27,,,ROU,1956,Summer,Boxing,Boxing Men's Welterweight,Gold
Craig Howard Lincoln,M,21,183,75,USA,1972,Summer,Diving,Diving Men's Springboard,Bronze
Holly Lincoln-Smith,F,24,183,82,AUS,2012,Summer,Water Polo,Water Polo Women's Water Polo,Bronze
Bjrn Johan Lind,M,27,190,87,SWE,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Sprint,Gold
Bjrn Johan Lind,M,27,190,87,SWE,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
Carl Johan Lind,M,36,176,102,SWE,1920,Summer,Athletics,Athletics Men's 56-pound Weight Throw,Bronze
Carl Johan Lind,M,36,176,102,SWE,1920,Summer,Athletics,Athletics Men's Hammer Throw,Silver
Caroline Lind,F,25,183,80,USA,2008,Summer,Rowing,Rowing Women's Coxed Eights,Gold
Caroline Lind,F,29,183,80,USA,2012,Summer,Rowing,Rowing Women's Coxed Eights,Gold
Joan Louise Lind (-Van Blom),F,23,175,68,USA,1976,Summer,Rowing,Rowing Women's Single Sculls,Silver
Joan Louise Lind (-Van Blom),F,31,175,68,USA,1984,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Juha Petteri Lind,M,24,181,83,FIN,1998,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Eva Cathrine Lindahl (Norberg-),F,35,163,64,SWE,2006,Winter,Curling,Curling Women's Curling,Gold
Eva Cathrine Lindahl (Norberg-),F,39,163,64,SWE,2010,Winter,Curling,Curling Women's Curling,Gold
Rut Hedvig Lindahl,F,33,179,74,SWE,2016,Summer,Football,Football Women's Football,Silver
Margaretha Louise Lindahl (-Dryburgh),F,23,165,62,SWE,1998,Winter,Curling,Curling Women's Curling,Bronze
"Christopher Lloyd ""Chris"" Lindberg",M,24,187,86,CAN,1992,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Edward Ferdinand Jacob ""Ed"" Lindberg",M,25,177,76,USA,1912,Summer,Athletics,Athletics Men's 400 metres,Bronze
"Edward Ferdinand Jacob ""Ed"" Lindberg",M,25,177,76,USA,1912,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Bengt Fredrik Lindberg,M,28,179,76,SWE,2014,Winter,Curling,Curling Men's Curling,Bronze
Karin Elisabet Lindberg (-Lindn),F,22,,,SWE,1952,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
Karin Elisabet Lindberg (-Lindn),F,27,,,SWE,1956,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
Knut Andreas Lindberg,M,30,179,72,SWE,1912,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
"Sigfrid Oskar ""Sigge"" Lindberg",M,27,,,SWE,1924,Summer,Football,Football Men's Football,Bronze
Torsten Gustav Adolf Lindberg,M,31,,,SWE,1948,Summer,Football,Football Men's Football,Gold
Ylva Maria Lindberg,F,25,165,73,SWE,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Ylva Maria Lindberg,F,29,165,73,SWE,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
"Gran Per-Eric ""Pelle"" Lindbergh",M,20,174,71,SWE,1980,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Gran Folke Lindblom,M,27,185,84,SWE,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Gustaf ""Topsy"" Lindblom",M,20,186,80,SWE,1912,Summer,Athletics,Athletics Men's Triple Jump,Gold
Knut Bertil Hilding Linde,M,20,,,SWE,1928,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
